_id,orden,localizacion_codigo_postal,titulo,seo_url,created,contenido,localizacion_zoom,resumen,archivo,localizacion_pais,longitude,modified,fecha_finalizacion,id,localizacion_municipio,localizacion_direccion,localizacion_latitud_utm,fecha_publicacion,latitude,localizacion_longitud_utm,extra_url
35,35,15703,Iglesia de San Pedro,igrexa-de-san-pedro,2010-03-04T12:42:00,"<p>S. XVIII. Neocl&aacute;sico. <br /><br />Bajando por la r&uacute;a de San Pedro, siguiendo en sentido contrario el camino que conduce a los peregrinos del Camino Franc&eacute;s hacia Porta do Cami&ntilde;o, nos encontramos esta iglesia de estilo neocl&aacute;sico. Conserva algunos restos de la primitiva construcci&oacute;n del antiguo monasterio de San Pedro de F&oacute;ra, del siglo XII, sobre el que se levant&oacute; la nueva f&aacute;brica. <br /><br />En su atrio se descubrieron restos de enterramientos, muy probablemente de monjes y peregrinos de los siglos XII a XV enterrados en el antiguo monasterio benedictino, que prest&oacute; servicio de hospeder&iacute;a a los devotos del Ap&oacute;stol mucho antes de que se construyera el Hostal de los Reyes Cat&oacute;licos en el siglo XVI. <br /><br />En el interior del templo destacan las tallas de Ferreiro. <br /><br /></p>",19, ,CopiadeIgrexadeSanPedrocrop.jpg,España,-8.53779589,2019-01-24T14:54:00,0,123,Santiago de Compostela,Calzada de San Pedro,4762598.77887906,2010-03-04T12:07:00,42.88113365,4762598.77887906,http://www.santiagoturismo.com/monumentos/igrexa-de-san-pedro
36,36,15704,Iglesia de Santa María do Camiño,igrexa-de-santa-maria-do-camino,2010-03-04T12:42:00,"<p>S.XVIII. Neocl&aacute;sico.</p> <p>Este templo, situado en la confluencia de las r&uacute;as Travesa y Oliveira, fue reconstruido sustituyendo al primitivo de &eacute;poca rom&aacute;nica. Miguel Ferro Caaveiro remat&oacute; las obras alrededor de 1770. Destacan la imagen neocl&aacute;sica de la Inmaculada de Manuel Prado Mari&ntilde;o, de canon muy esbelto, que aparece pisando la serpiente; un retablo mayor de Manuel de Leis e im&aacute;genes rococ&oacute; de Bieito Silveira. <br /><br /><br /><br /><br /><br /></p>",20, ,SantaMariadoCamio01.jpg,España,-8.54103240,2017-03-01T12:02:00,0,145,Santiago de Compostela,Rúa Travesa 20,4762671.42506343,2010-03-04T12:07:00,42.88163052,4762671.42506343,http://www.santiagoturismo.com/monumentos/igrexa-de-santa-maria-do-camino
37,37,15704,Pazo de Fondevila,pazo-de-fondevila,2010-03-04T12:42:00,"<p>Mediados s. XVIII.&nbsp; Barroco.<br /><br />Trazado por Clemente Fern&aacute;ndez Sarela, responde a la arquitectura palaciega t&iacute;pica del barroco compostelano. La decoraci&oacute;n se centra en la esquina en chafl&aacute;n del edificio, en la que podemos apreciar bajo un front&oacute;n circular, un ostentoso escudo. Es tambi&eacute;n destacable el enmarcado de los ventanales y los balcones volados.</p>",19, ,0661.jpg,España,-8.54165268,2015-03-04T10:59:00,0,134,Santiago de Compostela,"Rúa das Casas Reais, 12",4762656.82116094,2010-03-04T12:07:00,42.88146894,4762656.82116094,http://www.santiagoturismo.com/monumentos/pazo-de-fondevila
38,38,15705,Pazo de Raxoi,pazo-de-raxoi,2010-03-04T12:42:00,"<p>S. XVIII. <br /><br />Cerrando la Praza do Obradoiro y situado frente a la fachada oeste de la Catedral, se levanta este palacio, mandado construir por el arzobispo Raxoi en 1766, para residencia de los ni&ntilde;os del coro y seminario. Las obras fueron ejecutadas por el ingeniero franc&eacute;s Charles Lemaur. La larga fachada abierta con un elegante soportal, dota al edificio de una marcada horizontalidad. En el centro de la fachada puede verse un front&oacute;n con un relieve en m&aacute;rmol, en el que se representa la batalla de Clavijo, obra de Gambino y Ferreiro, coronado por la estatua ecuestre de Santiago. En el interior destaca la escalera rococ&oacute; dise&ntilde;ada tambi&eacute;n por Lemaur. En la actualidad es sede del Ayuntamiento compostelano, del Consello da Cultura Galega y de algunas dependencias del Gobierno de la Xunta de Galicia.</p>",18,"<p>S. XVIII.&nbsp;Cerrando la Praza do Obradoiro y situado frente a la fachada oeste de la Catedral, se levanta este palacio, mandado construir por el arzobispo Raxoi en 1766, para residencia de los ni&ntilde;os del coro y seminario. Las obras fueron ejecutadas por el ingeniero franc&eacute;s Charles Lemaur. La larga fachada abierta con un elegante soportal, dota al edificio de una marcada horizontalidad.</p>",20150211140719_PazodeRaxoi.jpg,España,-8.54617667,2017-03-08T14:48:00,0,135,Santiago de Compostela,Praza do Obradoiro,4762555.48062748,2010-03-04T12:10:00,42.88033693,4762555.48062748,http://www.santiagoturismo.com/monumentos/pazo-de-raxoi
39,39,15705,Pazo de San Lourenzo de Trasouto,pazo-de-san-lourenzo-de-trasouto,2010-03-04T12:42:00,"<p>S. XIII.</p> <p>Tras el frondoso robledal de San Lourenzo, se levanta este palacio mandado construir por el Obispo de Zamora, Mart&iacute;n Arias, en el siglo XIII. Estuvo ocupado por franciscanos y en el siglo XIX pas&oacute; a ser propiedad de los condes de Altamira que lo empleaban como residencia. Estos Condes fueron los que trajeron para el palacio desde el convento de San Francisco de Sevilla el hermoso retablo de m&aacute;rmol de Carrara del siglo XVI. A pesar de las numerosas reformas, conserva las naves rom&aacute;nicas del primer edificio. En la actualidad se explota como establecimiento de restauraci&oacute;n.</p>",18,"<p>S. XIII. Tras el frondoso robledal de San Lourenzo, se levanta este palacio mandado construir por el Obispo de Zamora, Mart&iacute;n Arias, en el siglo XIII. Estuvo ocupado por franciscanos y en el siglo XIX pas&oacute; a ser propiedad de los condes de Altamira que lo empleaban como residencia.</p> <p>&nbsp;</p>",pazodesanlourenzo.jpg,España,-8.55732535,2017-03-08T13:16:00,0,136,Santiago de Compostela,Estrada de San Lourenzo ,4762353.12479049,2010-03-04T12:07:00,42.87797303,4762353.12479049,http://www.santiagoturismo.com/monumentos/pazo-de-san-lourenzo-de-trasouto
40,40,0,Casa-pazo de Vaamonde,casa-pazo-de-vaamonde,2010-03-04T12:42:00,"<p>S. XVIII. <br /><br />Edificio del siglo XVIII, formado por un bajo y dos plantas, que sobresale de la alineaci&oacute;n de las casas anteriores por medio de soportales. Destacan el escudo situado en la fachada del primer piso, el balc&oacute;n que se proyecta sobre la calle en el segundo, el llamador de la puerta- obra del escultor Francisco Asorey- y la vistosa cristalera de la puerta interior. Por el lado derecho delimita el callej&oacute;n de Entrerr&uacute;as, el m&aacute;s estrecho de Santiago y en el que apenas se pueden cruzar dos personas. En la actualidad es sede del Consorcio de Santiago.</p>",0, ,20100422115643SpainSantiago.jpg, ,-8.54476700,2013-11-19T12:19:00,0,137, ,"Rúa do Vilar, 59",4762301.82039706,2010-03-04T12:07:00,42.87812200,4762301.82039706,http://www.santiagoturismo.com/monumentos/casa-pazo-de-vaamonde
41,41,15705,Casa-pazo de los Fonseca,casa-pazo-dos-fonseca,2010-03-04T12:42:00,"<p>Mediados s. XVI. Renacentista.<br /><br />De este palacio renacentista obra de Rodrigo Gil de Honta&ntilde;&oacute;n, s&oacute;lo se conserva el primer cuerpo formado por las cuatro arcadas de dicho estilo en la planta baja. Sobresalen sobre las uniones de los arcos los medallones que representan de izquierda a derecha a Pierres, Lucrecia y Paris. En los extremos tambi&eacute;n se conservan dos tritones sosteniendo unos escudos en los que se puede ver el blas&oacute;n de los Fonseca.</p>",20, ,PazodosFonsecaTrasSalom.jpg,España,-8.54317462,2017-10-11T13:14:00,0,131,Santiago de Compostela,Rúa de Trás Salomé 3,4762327.90435897,2010-03-04T12:10:00,42.87843416,4762327.90435897,http://www.santiagoturismo.com/monumentos/casa-pazo-dos-fonseca
42,42,15704,Pazo de Xelmírez,pazo-de-xelmirez-2,2010-03-04T12:42:00,"<p>S. XII. Rom&aacute;nico.<br /><br />Apoyado en el costado norte de la Catedral, y hacia la Praza do Obradoiro, se levanta este Palacio Episcopal mandado construir por el arzobispo Diego Xelm&iacute;rez para sustituir a la antigua residencia episcopal derribada durante las revueltas. En el siglo XVIII se le a&ntilde;adi&oacute; un nuevo piso sobre los dos iniciales, que desentona de la primitiva construcci&oacute;n rom&aacute;nica, y que oblig&oacute; a reforzar los muros con una nueva fachada a modo de contrafuerte. <br /><br />Se accede al interior de este edificio a trav&eacute;s de la puerta que da a la Plaza del Obradoiro. Al traspasar la puerta podemos ver el primitivo p&oacute;rtico rom&aacute;nico que qued&oacute; oculto tras la nueva fachada del siglo XVIII. En el segundo piso destacan la interesante cocina medieval y el Sal&oacute;n de Fiestas y Comidas del siglo XIII. Destacan en este sal&oacute;n las m&eacute;nsulas sobre las que se apoyan los nervios de los arcos que sustentan la b&oacute;veda de crucer&iacute;a, todas ellas decoradas con escenas de un fest&iacute;n medieval.</p>",19,"<p>S. XII. Rom&aacute;nico. Apoyado en el costado norte de la Catedral, y hacia la Praza do Obradoiro, se levanta este Palacio Episcopal mandado construir por el arzobispo Diego Xelm&iacute;rez para sustituir a la antigua residencia episcopal derribada durante las revueltas.&nbsp;En el segundo piso destacan la interesante cocina medieval y el Sal&oacute;n de Fiestas y Comidas del siglo XIII.</p>",2016/11/PazodeXelmrez.jpg,España,-8.54536972,2017-03-08T14:09:00,0,138,Santiago de Compostela,Praza do Obradoiro,4762598.04378859,2010-03-04T12:10:00,42.88075929,4762598.04378859,http://www.santiagoturismo.com/monumentos/pazo-de-xelmirez-2
43,43,15704,Casa Gótica,139,2010-03-04T12:42:00,"<p>S. XIV. G&oacute;tica.<br /><br />Este edificio tambi&eacute;n conocido como Casa do Rei Don Pedro, es una muestra de la arquitectura civil compostelana del siglo XIV. De la primitiva construcci&oacute;n conserva en la parte baja de la fachada principal la puerta de entrada y una ventana con arcos apuntados. En el primer piso, vemos otra ventana con tracer&iacute;a dentro de un arco apuntado decorado.</p>",21,"<p>S. XIV. G&oacute;tica. Este edificio tambi&eacute;n conocido como Casa do Rei Don Pedro, es una muestra de la arquitectura civil compostelana del siglo XIV.&nbsp;</p>",070102SantiagoCasaGticaplumayacuarelayemail.jpg,España,-8.54281045,2020-10-19T12:18:00,0,139,Santiago de Compostela,Rúa de San Miguel dos Agros 4,4762734.60489654,2010-03-04T12:07:00,42.88211292,4762734.60489654,http://www.santiagoturismo.com/monumentos/139
44,44,15705,Iglesia de San Fructuoso,igrexa-de-san-fructuoso,2010-03-04T12:42:00,"<p>S. XVIII. Barroco. <br /><br />Conocido como iglesia de las Angustias de Abaixo, de la Real Angustia o sencillamente de San Fructuoso, este templo de estilo churrigueresco fue proyectado por Lucas Ferro Caaveiro en el siglo XVIII. En su construcci&oacute;n de planta central sobresale la grandiosa c&uacute;pula de media naranja. <br /><br />La fachada est&aacute; concebida para ser contemplada desde un plano superior, desde la Plaza del Obradoiro, por lo que la decoraci&oacute;n se concentra en la cornisa superior. All&iacute; se sit&uacute;an las im&aacute;genes de las cuatro virtudes cardinales, Prudencia, Justicia, Fortaleza y Templanza. La retranca popular pretende identificarlas con las cuatro sotas de la baraja espa&ntilde;ola. <br /><br />Completan la fachada un campanario adornado con volutas y pin&aacute;culos y una hornacina con la imagen de la Virgen de las Angustias. <br /><br />En el interior merece atenci&oacute;n la Piedad neocl&aacute;sica de Ant&oacute;n Fern&aacute;ndez o Vello que preside el altar mayor.<br /><br /></p>",19, ,061221SantiagoSanFructuosoplumayacuarelaemail.jpg,España,-8.54665260,2019-08-28T15:52:00,0,144,Santiago de Compostela,Rúa da Trindade,4762599.85779806,2010-03-04T12:07:00,42.88071328,4762599.85779806,http://www.santiagoturismo.com/monumentos/igrexa-de-san-fructuoso
45,45,15703,Convento e Iglesia de las Madres Mercedarias,143,2010-03-04T12:42:00,"<p>S. XVII. Barroco- neocl&aacute;sico. <br /><br />Extramuros, en la calle Fonte de Santo Antonio, frente a la puerta de Mazarelos, la &uacute;nica que se conserva de las antiguas murallas, se halla el Convento de las Madres Mercedarias. Fue fundado en 1671 por el Arzobispo Antonio Gir&oacute;n, cuyos restos reposan en su iglesia. En su fachada neocl&aacute;sica, flanqueada por pilastras corintias, destaca un relieve de la Anunciaci&oacute;n, obra del escultor barroco Mateo de Prado. <br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /></p>",19, ,061226SantiagoConventodelasMercedariasplumayacuarelaemail.jpg,España,-8.54202056,2017-03-01T12:37:00,0,143,Santiago de Compostela,Tránsito da Mercé 1,4762238.53706880,2010-03-04T12:07:00,42.87768572,4762238.53706880,http://www.santiagoturismo.com/monumentos/143
46,46,15705,Iglesia de Santa María Salomé,igrexa-de-santa-maria-salome-5,2010-03-04T12:42:00,"<p>S. XII-XVIII. Barroco.<br /><br />Hacia la mitad de la r&uacute;a Nova se halla una de las muchas iglesias que mand&oacute; construir el arzobispo Xelm&iacute;rez en el siglo XII, &eacute;poca de la que &uacute;nicamente conserva la portada y algunos peque&ntilde;os detalles m&aacute;s. Es la &uacute;nica iglesia espa&ntilde;ola dedicada a la madre del Ap&oacute;stol Santiago y San Juan Evangelista. Sobre la clave de la triple arquivolta destaca una imagen sedente de la Virgen del siglo XIV y a ambos lados las estatuas de la Virgen -en estado de gestaci&oacute;n- y el &aacute;ngel de la Anunciaci&oacute;n, pertenecientes a un grupo escult&oacute;rico del siglo XV. La torre barroca, construida en el siglo XVIII , es claro ejemplo de la popularidad alcanzada por el modelo de campanario de la iglesia de San Fiz de Solovio. En el interior se encuentran algunas tallas barrocas de la escuela compostelana.<br /><br /></p>",19, ,061221SantiagoSantaMSalomplumayacuarelaemail.jpg,España,-8.54371798,2017-03-01T11:21:00,0,124,Santiago de Compostela,Rúa Nova 31,4762337.21194602,2010-03-04T12:10:00,42.87849155,4762337.21194602,http://www.santiagoturismo.com/monumentos/igrexa-de-santa-maria-salome-5
47,47,15705,Iglesia de Santa Susana,igrexa-de-santa-susana,2010-03-04T12:42:00,"<p>S. XII. Rom&aacute;nico-g&oacute;tica. <br /><br />Localizada en la Alameda, en el pe&ntilde;asco que alberga la <em>carballeira </em>(""robledal"") del mismo nombre, se levanta esta iglesia, uno de los templos que consagr&oacute; el Arzobispo Xelm&iacute;rez en 1102, para acoger las reliquias de Santa Susana tra&iacute;das desde Portugal. El templo actual es una reconstrucci&oacute;n de los siglos XVII y XVIII, que conserv&oacute; como &uacute;nicas muestras de la primitiva obra rom&aacute;nica, la puerta principal, algunos modillones y la ventana con su tragaluz. Tambi&eacute;n se conserva la cruz g&oacute;tica sobre el &aacute;pice de la nave.<br /><br /></p>",18, ,070228IglesiadeSantaSusanaplumaycoloremail.jpg,España,-8.54926229,2013-12-01T19:56:00,0,125,Santiago de Compostela,Rúa do Campiño da Ferradura ,4762256.25221464,2010-03-04T12:10:00,42.87749332,4762256.25221464,http://www.santiagoturismo.com/monumentos/igrexa-de-santa-susana
48,48,0,Iglesia da Nosa Señora da Angustia,igrexa-da-nosa-senora-da-angustia,2010-03-04T12:42:00,"<p>S. XVIII. Neocl&aacute;sico. <br /><br />En la confluencia de las calles Campo da Angustia y r&uacute;a de Betanzos se alza este templo del siglo XVIII que, junto con el atrio, forma un conjunto proyectado siguiendo las pautas del neoclasicismo. <br /><br /></p>",0, ,SeoradaAngustia.jpg, ,-8.53552900,2019-01-25T14:22:00,0,152, ,"Campo da Angustia, s/n.",4762722.35052905,2010-03-04T12:07:00,42.88235600,4762722.35052905,http://www.santiagoturismo.com/monumentos/igrexa-da-nosa-senora-da-angustia
49,50,15704,Iglesia de San Fiz de Solovio,igrexa-de-san-fiz-de-solovio-4,2010-03-04T12:42:00,"<p>S. XVIII. Barroco.</p> <p>Es el templo compostelano de ra&iacute;ces m&aacute;s antiguas. De acuerdo con la tradici&oacute;n, all&iacute; moraba el ermita&ntilde;o Paio, descubridor de las reliquias del Ap&oacute;stol, a las que fue conducido por luces celestiales. La capilla altomedieval fue destruida por Almanzor y reconstruida por Diego Xelm&iacute;rez en el siglo XII. De hecho, el C&oacute;dice Calixtino la menciona ya entre las diez iglesias que ten&iacute;a Compostela en esa &eacute;poca. <br /><br />S&oacute;lo la portada es rom&aacute;nica. El t&iacute;mpano policromado que representa en relieve la Adoraci&oacute;n de los Magos fue realizado en 1316; la torre y el resto de la iglesia actual son obra de Sim&oacute;n Rodr&iacute;guez, quien en el siglo XVIII ampli&oacute; el recinto considerablemente y construy&oacute; un nuevo campanario con una factura que ser&iacute;a muy imitada en Galicia en los a&ntilde;os posteriores. <br /><br /></p>",19, ,SanFizdeSoloviofinal.jpg,España,-8.54173861,2020-09-18T13:07:00,0,121,Santiago de Compostela,Praza de San Fiz de Solovio,4762428.35528123,2010-03-04T12:10:00,42.87940814,4762428.35528123,http://www.santiagoturismo.com/monumentos/igrexa-de-san-fiz-de-solovio-4
50,51,15704,Iglesia de San Bieito do Campo,igrexa-de-san-bieito-do-campo-3,2010-03-04T12:42:00,"<p>S. XVIII. Neocl&aacute;sico. <br /><br />Fue levantada por Prado Mari&ntilde;o sobre unas antiguas dependencias del siglo X que ya fueran reconstruidas en el siglo XII por el arzobispo Xelm&iacute;rez. La iglesia a pesar de la sobriedad y la pureza de l&iacute;neas y dentro de su peque&ntilde;o tama&ntilde;o, conserva un cierto aspecto monumental acentuado por su aislamiento en la plaza. Presenta una &uacute;nica torre central y una sola nave con capillas laterales. En su interior destacan las hermosas tallas barrocas de San Antonio, San Jos&eacute; y&nbsp;San Juan Bautista.</p>",19, ,070308SantiagoIglesiadeSanBenitoplumayacuarelaemail.jpg,España,-8.54217039,2017-02-28T14:04:00,0,120,Santiago de Compostela,Praza de Cervantes,4762616.62950470,2010-03-04T12:10:00,42.88108200,4762616.62950470,http://www.santiagoturismo.com/monumentos/igrexa-de-san-bieito-do-campo-3
